Kingdom	Phylum	Class	Order	Family	Genus	dataset1_N	dataset1_CaseAvgRA	dataset1_ContAvgRA	dataset1_Ratio	dataset2_N	dataset2_CaseAvgRA	dataset2_ContAvgRA	dataset2_Ratio
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA	NA	NA	NA	3	7.59865066960735e-08	4.54384787692059e-06	0.0167229424827422
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	NA	NA	NA	NA	9	3.04732911466316e-07	1.13037162098012e-06	0.269586484489135
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	261	0.00601580887132447	0.0091857978849647	0.654903248107727	504	0.0104164231566641	0.0114325749970894	0.911117850468151
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium_10	NA	NA	NA	NA	7	4.2050337728853e-05	1.12851414322323e-06	37.2616842964413
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	179	0.00294632340713171	0.0036745065579476	0.801828316446761	386	0.0035837295004755	0.00530896164267469	0.675033978710382
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_FCS020_group	7	2.13118082338362e-05	2.70798417712684e-05	0.786998994080086	187	7.74560265899393e-05	0.000115308305009726	0.671729816715333
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_ND3007_group	114	0.000462654878920439	0.00124706374530163	0.37099537266119	215	0.000654096759949817	0.0011058980658568	0.591462070641249
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	136	0.00421646222649051	0.00536566518872229	0.785822834297003	319	0.00319145797585491	0.00343294881949638	0.929654982832835
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_NK4B4_group	21	3.68344417805398e-05	0.000364159912554568	0.101149084538569	68	5.35324942888271e-05	0.000131117800461345	0.40827785472659
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-001	62	0.000559736221149897	0.000689699415926811	0.81156545623245	183	0.000265431994476753	0.000681164710580434	0.389673731410092
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-003	15	0.000176135201767334	0.000555566960785996	0.317036854600108	18	1.22519135215665e-05	0.000123831494342881	0.0989402056930831
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-004	65	0.000318772364326014	0.000663758170276691	0.480253771027982	205	0.000404079011568552	0.00106370269962789	0.379879652190324
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-006	NA	NA	NA	NA	1	0	4.90153708865884e-07	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-008	NA	NA	NA	NA	34	5.20573925869234e-06	1.88036061405412e-05	0.276847920541612
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_UCG-010	110	0.000594608213812819	0.000934617192446049	0.636205088691585	412	0.000771709188382707	0.000664808297604997	1.16079957359561
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lactonifactor	NA	NA	NA	NA	76	1.91353870752043e-05	1.2944870970444e-05	1.47822153800486
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	6	0.000259648850075482	0	Inf	205	0.000483974751182186	0.00022613992398531	2.14015615930615
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella	7	2.73477717069995e-05	3.79014506681036e-05	0.721549471720203	15	1.39476691350926e-05	9.95817176665948e-06	1.40062548245956
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	3	4.80306850377694e-05	0	Inf	21	1.94695877509824e-06	3.58312834692023e-06	0.543368416253269
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella	1	1.31629054798991e-05	0	Inf	10	4.62266566215866e-06	1.22423650702669e-06	3.77595802414499
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	217	0.00765710611448103	0.0159733617920469	0.47936722489398	408	0.00468187961136115	0.00779302145884224	0.600778483170853
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	43	0.000604014659835064	0.000110431318599988	5.46959564997107	272	0.000706893669147252	0.000420980918155478	1.67915845745336
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	13	4.27335485172641e-05	5.65793978003396e-05	0.755284612043142	135	6.29493979147073e-05	6.07770659709754e-05	1.03574262608809
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sporobacterium	NA	NA	NA	NA	1	3.53486393884516e-07	0	Inf
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	NA	NA	NA	NA	11	4.25899414516945e-07	5.86966720548787e-06	0.0725593802181405
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	94	0.00206350880477101	0.00140399320322069	1.46974273097436	303	0.00137569129642476	0.000913183699694718	1.50647815645928
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella_3	26	0.000130977594472556	0.000172283768867458	0.76024337831453	75	0.000146479258455438	0.000363294004634965	0.403197566121741
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella_4	61	0.00580074046370515	0.00344021356088874	1.68615708328485	134	0.00357666466908179	0.000795623512231124	4.49542354404779
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	UC5-1-2E3	12	5.78742264282726e-05	7.85202748263177e-05	0.737060925427058	217	0.000170656192095398	0.000217246698550102	0.785541015050413
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	XBB1006	NA	NA	NA	NA	1	7.00457450081783e-08	0	Inf
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	330	0.0307360842750791	0.0344156236360102	0.89308520456154	507	0.0367840115408879	0.0368548956798037	0.998076669663328
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitibacter	NA	NA	NA	NA	2	4.25480652145072e-07	0	Inf
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	1	2.64810346140224e-06	0	Inf	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	20	0.000163797128344966	6.6218639750029e-05	2.4735803840624	96	0.000123476450842413	0.000163327053381665	0.756007337950752
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA	96	0.000379403044722371	0.000429651029517789	0.883049308989639	314	0.000580935051195198	0.000483533964263471	1.20143587447904
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	1	4.15659491744363e-06	0	Inf	10	7.63359262757615e-06	2.39862453274794e-07	31.8248751455521
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	115	0.00145233119908578	0.0012663617118853	1.14685337171449	252	0.000653266150868592	0.000704394399636278	0.927415310521937
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	1	1.64412570327477e-06	0	Inf	14	1.68027391621289e-05	9.07489193639613e-06	1.85156355358229
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium	NA	NA	NA	NA	3	4.12461728707348e-07	7.60731762306738e-07	0.542190755196885
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	1	0	3.38720776419329e-05	0	10	4.62558889739248e-05	0.000195367118855161	0.236763940856483
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	5	6.26009370136829e-06	1.54713151315614e-05	0.404625828388547	44	2.03340761526821e-05	8.16619851861795e-06	2.49002961492093
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	139	0.00150313375824724	0.00118927282812091	1.26390994791518	358	0.00273601218947294	0.0019685449758135	1.38986521674075
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	23	0.000229168742928158	0.00024721116705408	0.927016144371928	102	0.000206496589784033	8.13529793974528e-05	2.53827937604088
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	15	3.17958962782303e-05	9.32219173576517e-06	3.41077475978566	27	2.00707088208339e-05	3.29997977674477e-06	6.08207024851299
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium	3	3.25805654698668e-06	1.83465703838653e-06	1.77583955955711	224	3.10229386220771e-05	2.76150017416716e-05	1.12340889608791
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	7	5.43380008217497e-05	4.55469406770618e-06	11.9301099072753	225	5.29740180539877e-05	4.0043219173346e-05	1.32292106248163
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	67	0.000645393519636913	0.000225950911040989	2.85634395835578	385	0.000785931385961179	0.000465395194964206	1.68873979462041
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Angelakisella	49	0.000146621138164117	0.000179542091370128	0.816639357630384	347	0.000381092785810215	0.000318435513003662	1.196765970653
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	193	0.00123488889597066	0.00187684368724113	0.657960438775742	477	0.0012896936588141	0.00190533635428833	0.676885031827267
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	CAG-352	35	0.00166145087646288	0.000952411137811972	1.7444681298875	45	0.000294736206692881	0.000331836763228587	0.888196364457216
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus_Soleaferrea	3	1.24259027884347e-06	3.52781244809968e-06	0.352226853644902	344	5.92646711288175e-05	6.86243649666769e-05	0.863609756645409
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	13	5.28127609271178e-05	2.3867545756975e-05	2.21274367565353	172	4.83988209301958e-05	3.61739330918319e-05	1.33794743323402
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	DTU089	73	0.000246616275734921	0.000327515852065402	0.752990348954693	385	0.000387370159469076	0.000496396885326473	0.780363799451134
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	273	0.0353276166642594	0.0563662171264315	0.626751598125138	448	0.0276049448065625	0.0416127060130945	0.663377786531736
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	18	0.000199758510502075	8.11664376723975e-05	2.46109742192132	90	0.000353362663071477	0.000137090522621523	2.57758637369145
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	181	0.00236400674960932	0.00257600993774755	0.917700943217785	479	0.00322542374204714	0.00334023328670893	0.965628285569566
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	11	9.20955728438606e-05	0.000124573811834144	0.73928517950848	260	0.000421373050690869	0.000457179857703883	0.921678948865226
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GCA-900066225	45	0.000183317096607161	0.000282073966107858	0.64989016581936	370	0.00035261309059087	0.000252565679464059	1.39612433224938
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	2	3.87893682996215e-06	8.84846125258817e-06	0.438374166901342	165	3.97164343177016e-05	3.23570088880163e-05	1.2274445532081
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium	38	0.000188278316181087	6.1035679626735e-05	3.08472548077628	145	0.000129726215677697	5.5477104635682e-05	2.33837393875562
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	132	0.000930273090172434	0.00108258961682134	0.859303540065228	455	0.00202899036833423	0.00244568534319997	0.829620365504364
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Negativibacillus	174	0.00196000081077871	0.00178607928118777	1.09737615313206	361	0.0018349826706864	0.00199737675640817	0.918696317457005
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	241	0.00361395915250106	0.00316916077756023	1.14035210144285	491	0.00582369836065995	0.00508962185873103	1.14423006704705
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	72	0.000361958641811877	0.000558735891327543	0.647817058882458	256	0.000344806459179763	0.000539251235022902	0.639417096866026
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Papillibacter	NA	NA	NA	NA	9	5.849035432209e-07	6.76854182187779e-07	0.864150002486992
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Phocea	20	3.65895634174387e-05	4.80302997311185e-05	0.76180168814838	277	6.85973153126981e-05	8.3368958066314e-05	0.822816032534961
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	2	1.9438609619629e-06	0	Inf	4	3.88567827421166e-07	2.53132224393684e-07	1.5350389637348
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pygmaiobacter	NA	NA	NA	NA	5	1.14785339390474e-05	0	Inf
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	1	0	1.47474354209803e-05	0	57	2.73144302854808e-05	7.33144288288342e-05	0.372565547080115
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_1	26	0.000356452432539949	0.000116208046686654	3.06736446143952	68	0.000102359390756399	4.96091241465245e-05	2.0633178375428
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_5	245	0.0037712667945647	0.0023504619393966	1.6044789883017	503	0.00507581903909135	0.00401815823744492	1.26322029625169
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_6	134	0.0039823404839166	0.00521201788594349	0.764068844555722	311	0.00337784302164078	0.00526326814115535	0.641776730930396
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	235	0.00257141132565336	0.00238696975837672	1.0772701734613	468	0.00313079476738899	0.00318319693468795	0.983537880824174
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	186	0.00380734726652059	0.00320912084218427	1.1864144274259	280	0.00259674023916877	0.00266183092620106	0.97554664859004
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-002	238	0.016109205019608	0.010892829474602	1.47888159427894	390	0.0137978979338182	0.011170845462878	1.23517042462634
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-003	132	0.00150960533647781	0.00218395236344182	0.691226311410353	240	0.00199547439474103	0.00214277939166889	0.931255173770766
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-004	96	0.000558992933801557	0.000318351132396315	1.75590056675428	432	0.000842399764568345	0.000687622698975998	1.22509010511555
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	195	0.006999864612579	0.00668524717658828	1.04706145153354	383	0.00414043217498699	0.00317246301967787	1.30511597749291
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-007	NA	NA	NA	NA	91	1.48735262090133e-05	2.28353818251094e-05	0.651336873756961
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-008	7	2.08304414897024e-05	2.09920488607299e-05	0.992301496052161	66	2.12266123434871e-05	4.18135055923965e-05	0.507649670668775
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-009	22	4.9464258837608e-05	3.26015799380729e-05	1.51723502147951	205	0.000147065874868886	0.000101094107655784	1.45474230179301
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	126	0.00116276018109067	0.000881820555972206	1.31859046970019	237	0.00056814291154827	0.000539007137279881	1.05405452405589
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-011	8	2.83284623352296e-05	1.56335516880152e-05	1.81202985096127	108	2.11640689548053e-05	1.34001616146178e-05	1.57938908227182
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	157	0.00128864968314519	0.0013636039628232	0.945032222168949	417	0.00132066806807907	0.00179882207834243	0.734184933562764
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	154	0.00772037203242964	0.0081905651166814	0.94259332810942	231	0.00383423985653944	0.00625023919412895	0.613454899476659
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_V9D2013_group	NA	NA	NA	NA	6	4.81093072015957e-07	3.12377662233262e-07	1.5401007504074
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	185	0.00720828350374524	0.00706654663018202	1.0200574454512	331	0.00344754779995544	0.00437138174989391	0.78866317270028
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	204	0.0115155258092923	0.00795479576462261	1.44762054866391	325	0.00787812145886933	0.0100794537541087	0.781602024381325
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	253	0.0120579287546865	0.0133492749532244	0.903264693920625	426	0.0169582620760571	0.0158874506592962	1.06739982642428
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	UBA1819	165	0.00450651983218528	0.00231236906705416	1.94887567750003	488	0.00361481516784338	0.00261347567356383	1.38314475409449
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	308	0.0183624272912678	0.011461827443664	1.60205057889075	498	0.0220064359084623	0.013118032016389	1.67757144371721
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	NA	NA	NA	NA	2	9.88760615199863e-07	0	Inf
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	NA	2	1.61871624470781e-06	1.25060654417392e-06	1.2943449338633	19	7.57525930061694e-07	1.42745528343658e-06	0.530682774340895
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	184	0.00757394320684731	0.00299429226763421	2.52946022962264	407	0.00320348870423772	0.00181956350980006	1.76058086842472
Bacteria	Firmicutes	Clostridia	DTU014	NA	NA	22	4.19630261164816e-05	2.38783088395552e-05	1.75737010516291	115	3.74785455652445e-05	2.19158502388493e-05	1.71011141054468
Bacteria	Firmicutes	Clostridia	NA	NA	NA	91	0.00358253674933185	0.000872592723644066	4.10562299255796	296	0.00154618645330922	0.000628840446913613	2.45878976280548
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	4	3.5908572683472e-05	0	Inf	4	3.3166235123021e-07	4.32054907588795e-06	0.0767639356490929
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Asteroleplasma	1	1.72229092249346e-06	0	Inf	4	0	4.6295209737937e-06	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Candidatus_Stoquefichus	21	0.000213337889654159	0.000251533811471027	0.848147962321688	120	6.80439260464138e-05	4.30924353864032e-05	1.57902252300837
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	24	0.000982037966217654	0.00048637122832687	2.01911196432382	36	8.31537904054545e-05	7.78323900334607e-05	1.06836999827072
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenisphaera	3	3.60702222168915e-05	9.21926969200547e-05	0.391248151121666	2	1.29528253782117e-06	4.24381621414248e-07	3.05216454356495
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	48	0.00173632513238525	0.00013647994548621	12.7221997796057	83	3.97048182116071e-05	5.24750434222052e-05	0.756641931520644
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	58	0.000438903505435671	0.000110578821212325	3.96914617667087	90	2.04569925105566e-05	6.38799279405062e-06	3.20241321023545
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	115	0.000543603008476439	0.000822204364374162	0.661153153681219	297	0.000117997802986552	0.000148559377775648	0.794280406617951
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	1	0	3.7493981229329e-05	0	NA	NA	NA	NA
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-003	170	0.0020472428313042	0.00307128140991197	0.666576115329947	147	0.00010081956289562	0.00017438332911799	0.57814908916783
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-004	10	0.000905015217781989	9.69510540939296e-05	9.33476408523809	5	5.68764938417703e-06	3.9368602627897e-07	14.4471711072282
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG-006	NA	NA	NA	NA	4	1.3915756237045e-06	8.78098349922598e-07	1.58476054968918
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	4	6.26916913898747e-05	4.55821755460745e-06	13.7535540238763	6	3.14918580365097e-06	1.11912771306401e-07	28.1396463235545
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	85	0.00145029976539324	0.000383052786232766	3.7861616401661	229	0.000134151253547935	8.2463322609017e-05	1.62679903384424
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	68	0.00269913706500418	0.00137967320676369	1.95635970298761	48	8.81730664452625e-05	6.07283787537223e-05	1.45192524903125
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	138	0.000391772012136161	0.000418038706954896	0.93716683555437	273	3.54540362627735e-05	3.60712567728385e-05	0.982888854858814
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	17	9.19804862524802e-05	7.08008125723813e-05	1.29914450005	34	8.05861772873275e-06	2.04921535184227e-06	3.93253823786161
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	19	3.3959444092364e-05	4.96468927128396e-05	0.684019527441272	20	5.56415881925495e-06	2.37019686967332e-06	2.3475513323169
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	78	0.000674474477977717	0.0004675947759683	1.44243373245778	277	0.000635136132650619	0.000301592582679926	2.10594082588787
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	126	0.00112680565600516	0.00058144236710752	1.9379490036315	265	0.000105673603659808	4.59345165709614e-05	2.30052717538801
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	68	0.00385534180036396	0.00221607797082364	1.73971396815567	199	0.0096288957046149	0.00468173471922775	2.05669399957014
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	232	0.00516978882293192	0.00787584264483876	0.656410882754217	437	0.0372744687053705	0.0459752447763895	0.810750848345949
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum	1	3.55196885633707e-06	0	Inf	25	0.00100914552121934	0.000248323592012202	4.06383265094582
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	NA	7	2.74490178623786e-05	9.32192183296813e-06	2.94456640532017	8	9.15618020706191e-07	7.32286979441362e-07	1.25035409123987
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella	17	8.56132516579674e-05	4.26950997904288e-05	2.0052243015757	29	2.81368055610539e-05	1.64383067993865e-05	1.71166081181208
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaeroglobus	5	4.42840522699305e-05	0	Inf	58	0.00031591821455774	0.00023693528500285	1.33335233101283
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerovibrio	2	7.3531250045957e-06	1.80317936585788e-05	0.407786665254867	NA	NA	NA	NA
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Centipeda	NA	NA	NA	NA	1	8.58663384397258e-08	0	Inf
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	147	0.00794817958455304	0.00897564998263031	0.885526908907362	346	0.0053305694073997	0.00368117240193701	1.44806296075532
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas	13	0.000661612330002136	0.000235024940195142	2.81507285759885	34	0.00152516977123298	0.000840816201386207	1.81391577459915
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	34	0.00470106518278386	0.00124755159876806	3.76823306340683	194	0.00856692581348927	0.0034558064941051	2.47899465091657
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella	1	3.95386895721046e-05	0	Inf	3	2.94587799736229e-06	1.44558750796519e-06	2.03784134902281
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Negativicoccus	9	4.16387485558653e-05	6.94162015781161e-06	5.99841933284235	121	9.53024860113701e-05	6.22917959152079e-05	1.52993640031019
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pectinatus	NA	NA	NA	NA	4	2.26432766846546e-05	9.27319751296022e-08	244.179816649094
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	NA	NA	NA	NA	5	4.65804871507542e-06	0	Inf
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas_3	NA	NA	NA	NA	13	2.94237739485352e-07	1.52210869856108e-06	0.193309281895248
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas_4	1	9.43375089473231e-07	0	Inf	10	2.76315438939608e-06	4.15523995262078e-07	6.64980704099485
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	65	0.00115883779128011	0.000594275703334245	1.9500002856895	392	0.00274880502891533	0.00453252440895234	0.606462267138833
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	31	0.000380742495748229	0.000411916407213327	0.924319811206372	120	0.00200108969112231	0.000923195376234948	2.16756901370468
Bacteria	Firmicutes	Negativicutes	Selenomonadales	NA	NA	4	1.55452816150748e-05	0	Inf	8	2.7388997629642e-07	4.09909259763378e-07	0.668172210733967
Bacteria	Firmicutes	NA	NA	NA	NA	90	0.000314061082724484	0.000150446729132401	2.08752350107986	408	0.0005977025095759	0.00040130984117657	1.48937914859885
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	1	2.4312024948558e-05	0	Inf	1	6.20631364740886e-07	0	Inf
